name,name_lower,occurrences,first_offset,chapters,num_chapters,context_sample
Вовсе,вовс,2,269671,"25,63",2,‑‑ А то нет! Вовсе кривой.
Бунапарте,бунапарт,2,270022,25,1," всё, в Брунове сам Бунапарте стоит."
Каменскиим,каменскиим,2,271088,25,1,", будет слава нам с
Каменскиим отцом…"" Песня эта б"
Главнокомандующий,главнокомандующий,2,272073,"25,59",2,"озвращался в город. Главнокомандующий дал знак, чтобы
люд"
Зарок,зарок,2,273879,"25,63",2,‑‑ Нельзя. Зарок дал. Не пью и не иг
Lech,lech,2,277696,26,1," Feind, wenn er den Lech passirte, angreifen"
Meister,meister,2,277764,26,1," Wir können, da wir Meister von Ulm sind, den
V"
Donau,donau,2,277943,26,1,"nicht
passirte, die Donau übersetzen, uns auf"
Feinde,feinde,2,278043,26,1," repassiren und dem Feinde, wenn er sich
gegen"
Извините,извинит,2,278724,"26,63",2,"‑‑ Извините, генерал, ‑‑ переби"
Ностица,ностиц,2,278910,"26,37",2,"два письма от графа Ностица, вот письмо от
его "
Вероятно,вероятно,2,281360,"26,51",2,"‑‑ Вероятно, ‑‑ сказал князь Ан"
Mack,mack,2,282845,"26,35",2,"voyez le malheureux Mack,253 ‑‑ проговорил о"
Имею,име,2,285370,26,1,йскому генералу. ‑‑ Имею честь поздравить.
Жеркову,жерков,2,286075,"26,31",2,"л его и обратился к
Жеркову. То нервное раздраж"
Эскадрон,эскадрон,2,287838,"27,30",2,"х милях от Браунау. Эскадрон, в
котором юнкером "
Зальценек,зальценек,2,287923,27,1," в немецкой деревне
Зальценек. Эскадронному коман"
Бондаренко,бондаренко,2,288676,27,1,"‑‑ А, Бондаренко, друг сердечный, ‑‑"
Sch,sch,2,289564,27,1,"нулся и подмигнул: ""Schön, gut Morgen!
Schö"
Morgen,morgen,2,289575,27,1,"мигнул: ""Schön, gut Morgen!
Schön, gut Morgen!"
Welt,welt,2,290060,27,1,‑‑ Und die ganze Welt hoch!259
Скверно,скверно,2,292657,27,1,"‑‑ Скверно, ‑‑ проговорил он, "
Телянину,телянин,2,294722,27,1,"дившись, вернулся к Телянину."
Бывают,бывают,2,294836,"27,42",2,"""Бывают же такие противные "
Поручик,поручик,2,295237,27,1,"рыльцо и в конюшню. Поручик показал, как делать"
Кошелька,кошельк,2,296686,27,1,обе подушки на пол. Кошелька не было.
Вея,ве,2,297602,27,1,"новение опустил их. Вея кровь его, бывшая з"
Посмотрите,посмотрит,2,300496,"27,31",2,"вдруг
побледнел. ‑‑ Посмотрите, юноша, ‑‑ прибавил"
Подите,подит,2,301488,"27,28",2,"‑‑ Подите сюда, ‑‑ проговорил"
Ни,ни,2,304845,"28,62",2,‑‑ Ни за чтò! ‑‑ крикнул 
Слезы,слез,2,306891,"28,46",2,"да, я
виноват!.. ‑‑ Слезы стояли у него в гла"
Австрийский,австрийский,2,308363,"28,37",2," за чорта, за Мака. Австрийский генерал
пожаловался"
Покорно,покорно,2,310421,"29,38",2,"‑‑ Покорно благодарю, князь, ‑"
Первое,перво,2,312940,"29,43",2,‑‑ Первое! ‑‑ послышалась ком
Поглядев,погляд,2,314531,30,1,"ою сплошною массой. Поглядев за перила вниз, кня"
Продай,продай,2,317380,"30,54",2,"‑‑ Продай матушкС, ‑‑ ударяя "
Хочешь,хочешь,2,317780,"30,49",2,"‑‑ Хочешь, возьми себе, ‑‑ го"
Вася,вас,2,319738,30,1,‑‑ Э! Вася! ‑‑ отвечал радостн
Пехота,пехот,2,321974,"30,31",2,"‑‑ Пехота, не пыли! ‑‑ шутил "
Погода,погод,2,323454,"31,38",2,"риятельские войска. Погода
после полудня опять"
Юнкер Миронов,мирон,2,325629,31,1,угрожая наказанием. Юнкер Миронов нагибался при каждо
Поезжай,поезжай,2,329553,"31,57",2,"не князь приказал: ""Поезжай и скажи полковнику,"
Носилки,носилк,2,332578,31,1,‑‑ Носилки! ‑‑ крикнул чей‑то 
Молодцами,молодцам,2,338552,"31,41",2,"окричал Денисов. ‑‑ Молодцами работали! А работа
"
Австрийские,австрийски,2,340190,"32,58",2,"рейшее отступление. Австрийские войска,
избежавшие "
Вместо,вместо,2,340423,"32,42",2,"льзя было и
думать. Вместо наступательной, глу"
Военный,военный,2,347396,"32,35",2,"равно"", подумал он. Военный министр сдвинул ост"
Было,было,2,347892,"32,56",2,"юсь, хорошие
вести? Было столкновение с Морт"
Дело,дело,2,348231,"32,63",2,"х, какое несчастие! Дело, вы говорите, решит"
Vienne,vienne,2,352025,"33,37",2," dans les salons de
Vienne,262 как говорили, и"
Ils,ils,2,352709,"33,47",2,‑‑ Ils m'ont reèu avec ma 
Карл,карл,2,354725,33,1,"рдинанд и эрцгерцог Карл не дают никаких
при"
Murat,murat,2,356462,"33,37",2,"в в Вене.
Le prince Murat et tout le tremblem"
Жуан,жуан,2,361855,34,1,"пользуется этот дон‑Жуан, этот ужасный челов"
Император,император,2,365858,"35,63",2,"из Кремса?"" и
т. п. Император говорил с таким выр"
Три,тр,2,366578,35,1,"‑‑ Три с половиною мили, в"
Билибиным,билибиным,2,368071,"35,55",2,"а дома,
занимаемого Билибиным, стояла до половины"
Thabor,thabor,2,368712,35,1,histoire du pont de Thabor (мост в Вене). Ils 
Поедемте,поедемт,2,370008,35,1," возьмем этот мост. Поедемте
втроем и возьмем эт"
Полноте,полнот,2,370218,35,1,"‑‑ Полноте шутить, ‑‑ грустно "
Дежурный,дежурный,2,371059,"35,38",2,князем Ауэрспергом. Дежурный офицер пускает их в
Назад,назад,2,379447,"36,57",2,"ту: ‑‑
Я те объеду… Назад!…"
Богемские,богемски,2,382244,"36,58",2,"сделали. Хоть через Богемские
горы удирать. Плохо"
Подольский,подольский,2,383409,"36,39",2,"вский
гренадерский, Подольский…"
Садись,садись,2,385550,36,1,"дошел к коляске. ‑‑ Садись
со мной, ‑‑ сказал "
Буксгевденом,буксгевден,2,387732,"37,56",2,ежду на сообщение с Буксгевденом. Ежели бы Кутузов р
Молча,молч,2,396527,"38,50",2,"бс‑капитана Тушина.
Молча и улыбаясь, Тушин, "
Проехав,проехав,2,400053,"38,62",2," спокойной стоянки. Проехав егерский полк, в ря"
De,de,2,403088,"38,63",2,‑‑ De l'histoire ancienne
Кари,кар,2,403723,38,1,"‑‑ Кари, мала, тафа, сафи, "
Ух,ух,2,403866,38,1,"го! ха, ха, ха, ха! Ух! Ух! ‑‑раздался меж"
Французские,французски,2,409445,"40,43",2,"не разошелся дымок.
Французские два конные, вероятн"
Началось,началось,2,410254,40,1,"""Началось! Вот оно""! думал кн"
Страсть,страсть,2,413268,"40,58",2,спросил аудитор. ‑‑ Страсть‑то какая!
Круши,круш,2,415416,"40,43",2," ‑‑ пропищал он. ‑‑ Круши, Медведев!"
Начальники,начальник,2,418477,"40,55",2," чрезвычайно
много. Начальники, с расстроенными ли"
Канонада,канонад,2,429679,"42,44",2,"тановилось к спеху. Канонада и стрельба, сливаяс"
Пехотный,пехотный,2,429863,"42,44",2,"ружейных
выстрелах. Пехотный полковник вздрагива"
Войска,войск,2,432776,"42,58",2," никто не двигался. Войска левого
фланга, и пе"
Бандарчук,бандарчук,2,434412,42,1,"зади знакомый гусар Бандарчук наскакал
на него и "
Никого,никого,2,435031,"42,50",2,цузы ‑‑ он не знал. Никого не было кругом.
Экономову,экономов,2,441338,43,1,"м приказания
майору Экономову, он не мог не обрат"
Рана,ран,2,441866,"43,60",2,"‑‑ Рана штыком, я остался в"
Ловко,ловко,2,443012,43,1,"орит! Вишь, дым‑то! Ловко! Важно! Дым‑то,
дым"
Лошади,лошад,2,443815,"43,62",2,"еменило
настроение. Лошади были заменены други"
Капитан,капитан,2,447712,"43,44",2,‑‑ Капитан Тушин! Капитан!
Тушиным,тушиным,2,449060,43,1,"тведет их. Вместе с Тушиным, шагая через тела и"
Прикажите,прикажит,2,451217,"44,57",2,"‑‑ Прикажите посадить, ради Бога"
Петров,петр,2,452730,44,1,"‑‑ Цел, Петров? ‑‑ спрашивал один."
Беда,бед,2,455181,"44,63",2,"; сам не знаю, где. Беда!"
Причем,прич,2,458145,"44,55",2,"‑‑ Причем должен заметить, ва"
Столь,столь,2,467985,"45,63",2,"нежными и
любящими. Столь сердитая старшая из"
Потсдаме,потсдам,2,474565,"45,48",2,"сударя Александра в Потсдаме и о том, как два вы"
Тетушка,тетушк,2,477303,45,1,"е быть восхищенным. Тетушка
прокашлялась, прогл"
Молодость,молодость,2,483931,"46,63",2,"упает в этом деле. ""Молодость… легкомыслие… ну, д"
Тысячу,тысяч,2,486652,"46,48",2,"этом
страшном шаге. Тысячу раз в продолжение э"
Каждому,каждом,2,487984,"46,58",2," другому из гостей. Каждому он говорил
небрежно"
"Бедный
Вязмитинов",вязмитин,2,489467,"46,63",2,"н, Сергей Кузьмич…"" Бедный
Вязмитинов никак не мог пойти "
Ку,ку,2,489599,46,1,"ргей… всхлипывания… Ку…зьми…ч
‑‑ слезы… и "
Viasmitinoff,viasmitinoff,2,489991,46,1,"ent homme notre
bon Viasmitinoff…331"
Еленой,елен,2,493102,"46,63",2,"о Парис, обладающий Еленой. ""Но, верно,
это вс"
Леля,лел,2,496457,46,1,"‑‑ Ну, чтò, Леля? ‑‑ обратился он то"
Вид,вид,2,497090,"46,61",2,"Василий был смущен. Вид
смущенья этого стар"
Др,др,2,504486,47,1,‑‑ Др… или дура!… ‑‑ прог
Закидана,закидан,2,506968,47,1,‑‑ Закидана дорога?
Чувство,чувство,2,515961,"47,62",2,"была любовь земная. Чувство
было тем сильнее, ч"
Будущее,будуще,2,516364,"47,63",2,"лнуйся, не завидуй. Будущее людей и твоя судьба"
Сначала,сначал,2,517813,"48,61",2,"на вошла в комнату. Сначала к ней подошел
князь"
Сила,сил,2,527798,48,1,"ю до этого
времени. Сила мыслить, чувствоват"
Неужели Am,am,2,532182,"48,49",2,"подумала княжна. ‑‑ Неужели Amélie (так
звали m‑ll"
Неправда,неправд,2,539506,"49,55",2,"т намек был ужасен. Неправда, положим, но всё‑та"
Письмо,письмо,2,563077,51,1,‑‑ Письмо какое‑то рекомендат
Шенграбенское,шенграбенско,2,566264,51,1,"н рассказал им свое
Шенграбенское дело совершенно так"
Спереди,сперед,2,574317,"52,59",2,"тянута в три линии. Спереди кавалерия, сзади ар"
Казалось,казалось,2,575085,52,1,"иеся о свои
древки. Казалось, сама армия этим ле"
Адам Чарторижский,чарторижский,2,594482,"53,59",2,"странных дел, князь Адам Чарторижский."
Аустерлицкого,аустерлицкого,2,594730,"53,55",2," не успел до самого
Аустерлицкого сражения побывать н"
Тем,тем,2,596329,"54,61",2,ттуда мимо Ростова. Тем больнее щемило серд
Алё,алё,2,598133,54,1,"‑‑ Алё, Алё! ‑‑ сказал каз"
Pavlograd,pavlograd,2,599604,54,1,‑‑ Les huzards de Pavlograd?373 ‑‑ вопросительн
Толстому,толстом,2,608773,55,1,ер‑гофмаршалу графу Толстому.
Кобельница,кобельниц,2,616317,"56,63",2,"ской позиции позади Кобельница и
Сокольница, 20‑го"
Kobelnitz,kobelnitz,2,616567,56,1,"hten Fluegel laеngs Kobelnitz und Sokolnitz
hinte"
Sokolnitz,sokolnitz,2,616581,56,1,"aеngs Kobelnitz und Sokolnitz
hinter die dort bef"
Schlapanitz,schlapanitz,2,616936,56,1,"er Flaeche zwischen
Schlapanitz und dem Thuerassa‑W"
Гурьева,гурь,2,629449,57,1," нем, против самого
Гурьева дома… Старик Гурьев"
Руби,руб,2,629872,57,1,"т. ""Чтò?
Чтò? Чтò!… Руби! Чтò?…"" заговорил, "
Выехав,выехав,2,633605,"57,59",2,"проезженную дорогу. Выехав на дорогу, он приде"
Пошел,пошел,2,633826,"57,60",2,"рассмотреть людей. ""Пошел за мной"", проговори"
Аль,аль,2,642227,58,1,‑‑ Чтò стали‑то? Аль загородили? Или уж 
Туман,туман,2,644062,58,1,"пускаться под гору. Туман,
расходившийся на г"
Праценские,праценски,2,646477,58,1,", частью очищали те Праценские высоты, которые он "
Маршалы,маршал,2,647622,58,1,астливого мальчика. Маршалы стояли позади его и
Кутузовский,кутузовский,2,656248,"59,62",2,"ахнуло на невеселый Кутузовский штаб молодостью,
эн"
Михаил Ларионович,ларионович,2,656378,59,1," ж вы не начинаете, Михаил Ларионович? ‑‑ поспешно обрати"
Потому,потом,2,657374,59,1,"‑‑ Потому и не начинаю, госуд"
Остановите,остановит,2,662655,60,1,‑‑ Остановите их! ‑‑ крикнул он и
Уварова,увар,2,669543,61,1,нимаемое кавалерией Уварова и здесь заметил уже
Стрельба,стрельб,2,669714,61,1,"ельбы впереди себя.
Стрельба всё усиливалась."
Гостиерадек,гостиерадек,2,680062,62,1,"указывая на деревню Гостиерадек, и
прошел мимо."
Толю,тол,2,686240,62,1,"
рукой и пожал руку Толю."
Сухтелена,сухтелен,2,696352,63,1,нин назвал поручика Сухтелена.
Ларрей,ларр,2,698096,63,1,": пускай
мой доктор Ларрей осмотрит их раны. Д"
Лукка,лукк,2,700531,63,1," Ну, князь, Генуя и Лукка поместья фамилии Бо"
Антихриста,антихрист,2,700697,63,1,"ти, все ужасы этого Антихриста (право,
я верю, что"
Подумаешь,подумаешь,2,703946,63,1," можно с ума сойти.
Подумаешь, что весь свет поте"
Незаконный,незаконный,2,706174,63,1,113 Незаконный сын!
Здравствуйте,здравствуйт,2,706582,63,1,"124 Здравствуйте, моя милая, поздрав"
Натали,натал,2,707164,63,1," не мог понять, как Натали решилась выйти заму"
Своим,своим,2,718587,63,1,Он нам это открытие Своим божественным разумо
Лех,лех,2,722399,63,1,"переправы его через
Лех. Так как мы уже вла"
Австрийцы,австрийц,2,723342,63,1,258 Да здравствуют Австрийцы! Да здравствуют Рус
Алина,ал,2,728624,63,1,"333 Алина ‑‑ посмотри, что он"
Велите,велит,2,731790,63,1,"изия через
деревню. Велите ей остановиться и ж"
